state,county,population,age_group,gender_name
Colorado,Alamosa,815,Age 50 to 54 years,Other
Colorado,Alamosa,401,Age 50 to 54 years,Male
Colorado,Alamosa,414,Age 50 to 54 years,Female
Colorado,Alamosa,941,Age 55 to 59 years,Other
Colorado,Alamosa,449,Age 55 to 59 years,Male
Colorado,Alamosa,492,Age 55 to 59 years,Female
Colorado,Alamosa,863,Age 60 to 64 years,Other
Colorado,Alamosa,410,Age 60 to 64 years,Male
Colorado,Alamosa,453,Age 60 to 64 years,Female
Colorado,Alamosa,779,Age 65 to 69 years,Other
Colorado,Alamosa,385,Age 65 to 69 years,Male
Colorado,Alamosa,394,Age 65 to 69 years,Female
Colorado,Alamosa,597,Age 70 to 74 years,Other
Colorado,Alamosa,270,Age 70 to 74 years,Male
Colorado,Alamosa,327,Age 70 to 74 years,Female
Colorado,Alamosa,385,Age 75 to 79 years,Other
Colorado,Alamosa,186,Age 75 to 79 years,Male
Colorado,Alamosa,199,Age 75 to 79 years,Female
Colorado,Alamosa,276,Age 80 to 84 years,Other
Colorado,Alamosa,137,Age 80 to 84 years,Male
Colorado,Alamosa,139,Age 80 to 84 years,Female
Colorado,Alamosa,234,Age 85 years and older,Other
Colorado,Alamosa,94,Age 85 years and older,Male
Colorado,Alamosa,140,Age 85 years and older,Female
Colorado,Alamosa,4012,Under 18 years,Other
Colorado,Alamosa,2102,Under 18 years,Male
Colorado,Alamosa,1910,Under 18 years,Female
Colorado,Alamosa,2078,5 to 13 years,Other
Colorado,Alamosa,1108,5 to 13 years,Male
Colorado,Alamosa,970,5 to 13 years,Female
Colorado,Alamosa,846,14 to 17 years,Other
Colorado,Alamosa,425,14 to 17 years,Male
Colorado,Alamosa,421,14 to 17 years,Female
Colorado,Alamosa,10400,18 to 64 years,Other
Colorado,Alamosa,5187,18 to 64 years,Male
Colorado,Alamosa,5213,18 to 64 years,Female
Colorado,Alamosa,2901,18 to 24 years,Other
Colorado,Alamosa,1436,18 to 24 years,Male
Colorado,Alamosa,1465,18 to 24 years,Female
Colorado,Alamosa,4135,25 to 44 years,Other
Colorado,Alamosa,2103,25 to 44 years,Male
Colorado,Alamosa,2032,25 to 44 years,Female
Colorado,Alamosa,3364,45 to 64 years,Other
Colorado,Alamosa,1648,45 to 64 years,Male
Colorado,Alamosa,1716,45 to 64 years,Female
Colorado,Alamosa,234,85 years and over,Other
Colorado,Alamosa,2271,65 years and over,Other
Colorado,Alamosa,1072,65 years and over,Male
Colorado,Alamosa,1199,65 years and over,Female
Colorado,Alamosa,94,85 years and over,Male
Colorado,Alamosa,140,85 years and over,Female
Colorado,Alamosa,13117,16 years and over,Other
Colorado,Alamosa,6473,16 years and over,Male
Colorado,Alamosa,6644,16 years and over,Female
Colorado,Alamosa,12671,18 years and over,Other
Colorado,Alamosa,6259,18 years and over,Male
Colorado,Alamosa,6412,18 years and over,Female
Colorado,Alamosa,7678,15 to 44 years,Other
Colorado,Alamosa,3847,15 to 44 years,Male
Colorado,Alamosa,3831,15 to 44 years,Female
Colorado,Alamosa,31,Median age,Other
Colorado,Alamosa,30,Median age,Male
Colorado,Alamosa,32,Median age,Female
Colorado,Arapahoe,651215,All Ages,Other
Colorado,Arapahoe,322713,All Ages,Male
Colorado,Arapahoe,328502,All Ages,Female
Colorado,Arapahoe,40524,Age 0 to 4 years,Other
Colorado,Arapahoe,20635,Age 0 to 4 years,Male
Colorado,Arapahoe,19889,Age 0 to 4 years,Female
Colorado,Arapahoe,42191,Age 5 to 9 years,Other
Colorado,Arapahoe,21488,Age 5 to 9 years,Male
Colorado,Arapahoe,20703,Age 5 to 9 years,Female
Colorado,Arapahoe,44306,Age 10 to 14 years,Other
Colorado,Arapahoe,22873,Age 10 to 14 years,Male
Colorado,Arapahoe,21433,Age 10 to 14 years,Female
Colorado,Arapahoe,40285,Age 15 to 19 years,Other
Colorado,Arapahoe,20699,Age 15 to 19 years,Male
Colorado,Arapahoe,19586,Age 15 to 19 years,Female
Colorado,Arapahoe,38857,Age 20 to 24 years,Other
Colorado,Arapahoe,19752,Age 20 to 24 years,Male
Colorado,Arapahoe,19105,Age 20 to 24 years,Female
Colorado,Arapahoe,51593,Age 25 to 29 years,Other
Colorado,Arapahoe,26461,Age 25 to 29 years,Male
Colorado,Arapahoe,25132,Age 25 to 29 years,Female
Colorado,Arapahoe,51156,Age 30 to 34 years,Other
Colorado,Arapahoe,26153,Age 30 to 34 years,Male
Colorado,Arapahoe,25003,Age 30 to 34 years,Female
Colorado,Arapahoe,49261,Age 35 to 39 years,Other
Colorado,Arapahoe,24947,Age 35 to 39 years,Male
Colorado,Arapahoe,24314,Age 35 to 39 years,Female
Colorado,Arapahoe,44124,Age 40 to 44 years,Other
Colorado,Arapahoe,22154,Age 40 to 44 years,Male
Colorado,Arapahoe,21970,Age 40 to 44 years,Female
Colorado,Arapahoe,44501,Age 45 to 49 years,Other
Colorado,Arapahoe,22139,Age 45 to 49 years,Male
Colorado,Arapahoe,22362,Age 45 to 49 years,Female
Colorado,Arapahoe,40082,Age 50 to 54 years,Other
Colorado,Arapahoe,19767,Age 50 to 54 years,Male
Colorado,Arapahoe,20315,Age 50 to 54 years,Female
Colorado,Arapahoe,41378,Age 55 to 59 years,Other
Colorado,Arapahoe,19956,Age 55 to 59 years,Male
Colorado,Arapahoe,21422,Age 55 to 59 years,Female
Colorado,Arapahoe,37892,Age 60 to 64 years,Other
Colorado,Arapahoe,18020,Age 60 to 64 years,Male
Colorado,Arapahoe,19872,Age 60 to 64 years,Female
Colorado,Arapahoe,30905,Age 65 to 69 years,Other
Colorado,Arapahoe,14250,Age 65 to 69 years,Male
Colorado,Arapahoe,16655,Age 65 to 69 years,Female
Colorado,Arapahoe,22384,Age 70 to 74 years,Other
Colorado,Arapahoe,10296,Age 70 to 74 years,Male
Colorado,Arapahoe,12088,Age 70 to 74 years,Female
Colorado,Arapahoe,13862,Age 75 to 79 years,Other
Colorado,Arapahoe,6160,Age 75 to 79 years,Male
Colorado,Arapahoe,7702,Age 75 to 79 years,Female
Colorado,Arapahoe,8602,Age 80 to 84 years,Other
Colorado,Arapahoe,3642,Age 80 to 84 years,Male
Colorado,Arapahoe,4960,Age 80 to 84 years,Female
Colorado,Arapahoe,9312,Age 85 years and older,Other
Colorado,Arapahoe,3321,Age 85 years and older,Male
Colorado,Arapahoe,5991,Age 85 years and older,Female
Colorado,Arapahoe,153397,Under 18 years,Other
Colorado,Arapahoe,78321,Under 18 years,Male
Colorado,Arapahoe,75076,Under 18 years,Female
Colorado,Arapahoe,77656,5 to 13 years,Other
Colorado,Arapahoe,39870,5 to 13 years,Male
Colorado,Arapahoe,37786,5 to 13 years,Female
Colorado,Arapahoe,35217,14 to 17 years,Other
Colorado,Arapahoe,17816,14 to 17 years,Male
Colorado,Arapahoe,17401,14 to 17 years,Female
Colorado,Arapahoe,412753,18 to 64 years,Other
Colorado,Arapahoe,206723,18 to 64 years,Male
Colorado,Arapahoe,206030,18 to 64 years,Female
Colorado,Arapahoe,52766,18 to 24 years,Other
Colorado,Arapahoe,27126,18 to 24 years,Male
Colorado,Arapahoe,25640,18 to 24 years,Female
Colorado,Arapahoe,196134,25 to 44 years,Other
Colorado,Arapahoe,99715,25 to 44 years,Male
Colorado,Arapahoe,96419,25 to 44 years,Female
Colorado,Arapahoe,163853,45 to 64 years,Other
Colorado,Arapahoe,79882,45 to 64 years,Male
Colorado,Arapahoe,83971,45 to 64 years,Female
Colorado,Arapahoe,85065,65 years and over,Other
Colorado,Arapahoe,37669,65 years and over,Male
Colorado,Arapahoe,47396,65 years and over,Female
Colorado,Arapahoe,9312,85 years and over,Other
Colorado,Arapahoe,3321,85 years and over,Male
Colorado,Arapahoe,5991,85 years and over,Female
Colorado,Arapahoe,515186,16 years and over,Other
Colorado,Arapahoe,253201,16 years and over,Male
Colorado,Arapahoe,261985,16 years and over,Female
Colorado,Arapahoe,497818,18 years and over,Other
Colorado,Arapahoe,244392,18 years and over,Male
Colorado,Arapahoe,253426,18 years and over,Female
Colorado,Arapahoe,275276,15 to 44 years,Other
Colorado,Arapahoe,140166,15 to 44 years,Male
Colorado,Arapahoe,135110,15 to 44 years,Female
Colorado,Arapahoe,37,Median age,Other
Colorado,Arapahoe,36,Median age,Male
Colorado,Arapahoe,38,Median age,Female
Colorado,Archuleta,13765,All Ages,Other
Colorado,Archuleta,6898,All Ages,Male
Colorado,Archuleta,6867,All Ages,Female
Colorado,Archuleta,642,Age 0 to 4 years,Other
Colorado,Archuleta,294,Age 0 to 4 years,Male
Colorado,Archuleta,348,Age 0 to 4 years,Female
Colorado,Archuleta,683,Age 5 to 9 years,Other
Colorado,Archuleta,365,Age 5 to 9 years,Male
Colorado,Archuleta,318,Age 5 to 9 years,Female
Colorado,Archuleta,742,Age 10 to 14 years,Other
Colorado,Archuleta,391,Age 10 to 14 years,Male
Colorado,Archuleta,351,Age 10 to 14 years,Female
Colorado,Archuleta,649,Age 15 to 19 years,Other
Colorado,Archuleta,329,Age 15 to 19 years,Male
Colorado,Archuleta,320,Age 15 to 19 years,Female
Colorado,Archuleta,551,Age 20 to 24 years,Other
Colorado,Archuleta,308,Age 20 to 24 years,Male
Colorado,Archuleta,243,Age 20 to 24 years,Female
Colorado,Archuleta,605,Age 25 to 29 years,Other
Colorado,Archuleta,303,Age 25 to 29 years,Male
Colorado,Archuleta,302,Age 25 to 29 years,Female
Colorado,Archuleta,677,Age 30 to 34 years,Other
Colorado,Archuleta,322,Age 30 to 34 years,Male
Colorado,Archuleta,355,Age 30 to 34 years,Female
Colorado,Archuleta,778,Age 35 to 39 years,Other
Colorado,Archuleta,409,Age 35 to 39 years,Male
Colorado,Archuleta,369,Age 35 to 39 years,Female
Colorado,Archuleta,712,Age 40 to 44 years,Other
Colorado,Archuleta,367,Age 40 to 44 years,Male
Colorado,Archuleta,345,Age 40 to 44 years,Female
Colorado,Archuleta,758,Age 45 to 49 years,Other
Colorado,Archuleta,417,Age 45 to 49 years,Male
Colorado,Archuleta,341,Age 45 to 49 years,Female
Colorado,Archuleta,873,Age 50 to 54 years,Other
Colorado,Archuleta,383,Age 50 to 54 years,Male
Colorado,Archuleta,490,Age 50 to 54 years,Female
Colorado,Archuleta,1184,Age 55 to 59 years,Other
Colorado,Archuleta,570,Age 55 to 59 years,Male
Colorado,Archuleta,614,Age 55 to 59 years,Female
Colorado,Archuleta,1326,Age 60 to 64 years,Other
Colorado,Archuleta,644,Age 60 to 64 years,Male
Colorado,Archuleta,682,Age 60 to 64 years,Female
Colorado,Archuleta,1422,Age 65 to 69 years,Other
Colorado,Archuleta,707,Age 65 to 69 years,Male
Colorado,Archuleta,715,Age 65 to 69 years,Female
Colorado,Archuleta,1048,Age 70 to 74 years,Other
Colorado,Archuleta,555,Age 70 to 74 years,Male
Colorado,Archuleta,493,Age 70 to 74 years,Female
Colorado,Archuleta,575,Age 75 to 79 years,Other
Colorado,Archuleta,288,Age 75 to 79 years,Male
Colorado,Archuleta,287,Age 75 to 79 years,Female
Colorado,Archuleta,282,Age 80 to 84 years,Other
Colorado,Archuleta,137,Age 80 to 84 years,Male
Colorado,Archuleta,145,Age 80 to 84 years,Female
Colorado,Archuleta,258,Age 85 years and older,Other
Colorado,Archuleta,109,Age 85 years and older,Male
Colorado,Archuleta,149,Age 85 years and older,Female
Colorado,Archuleta,2485,Under 18 years,Other
Colorado,Archuleta,1253,Under 18 years,Male
Colorado,Archuleta,1232,Under 18 years,Female
Colorado,Archuleta,1270,5 to 13 years,Other
Colorado,Archuleta,667,5 to 13 years,Male
Colorado,Archuleta,603,5 to 13 years,Female
Colorado,Archuleta,573,14 to 17 years,Other
Colorado,Archuleta,292,14 to 17 years,Male
Colorado,Archuleta,281,14 to 17 years,Female
Colorado,Archuleta,7695,18 to 64 years,Other
Colorado,Archuleta,3849,18 to 64 years,Male
Colorado,Archuleta,3846,18 to 64 years,Female
Colorado,Archuleta,782,18 to 24 years,Other
Colorado,Archuleta,434,18 to 24 years,Male
Colorado,Archuleta,348,18 to 24 years,Female
Colorado,Archuleta,2772,25 to 44 years,Other
Colorado,Archuleta,1401,25 to 44 years,Male
Colorado,Archuleta,1371,25 to 44 years,Female
Colorado,Archuleta,4141,45 to 64 years,Other
Colorado,Archuleta,2014,45 to 64 years,Male
Colorado,Archuleta,2127,45 to 64 years,Female
Colorado,Archuleta,3585,65 years and over,Other
Colorado,Archuleta,1796,65 years and over,Male
Colorado,Archuleta,1789,65 years and over,Female
Colorado,Archuleta,258,85 years and over,Other
Colorado,Archuleta,109,85 years and over,Male
Colorado,Archuleta,149,85 years and over,Female
Colorado,Archuleta,11552,16 years and over,Other
Colorado,Archuleta,5781,16 years and over,Male
Colorado,Archuleta,5771,16 years and over,Female
Colorado,Archuleta,11280,18 years and over,Other
Colorado,Archuleta,5645,18 years and over,Male
Colorado,Archuleta,5635,18 years and over,Female
Colorado,Archuleta,3972,15 to 44 years,Other
Colorado,Archuleta,2038,15 to 44 years,Male
Colorado,Archuleta,1934,15 to 44 years,Female
Colorado,Archuleta,51,Median age,Other
Colorado,Archuleta,49,Median age,Male
Colorado,Archuleta,52,Median age,Female
Colorado,Baca,3585,All Ages,Other
Colorado,Baca,1800,All Ages,Male
Colorado,Baca,1785,All Ages,Female
Colorado,Baca,196,Age 0 to 4 years,Other
Colorado,Baca,110,Age 0 to 4 years,Male
Colorado,Baca,86,Age 0 to 4 years,Female
Colorado,Baca,238,Age 5 to 9 years,Other
Colorado,Baca,133,Age 5 to 9 years,Male
Colorado,Baca,105,Age 5 to 9 years,Female
Colorado,Baca,239,Age 10 to 14 years,Other
Colorado,Baca,117,Age 10 to 14 years,Male
Colorado,Baca,122,Age 10 to 14 years,Female
Colorado,Baca,193,Age 15 to 19 years,Other
Colorado,Baca,95,Age 15 to 19 years,Male
Colorado,Baca,98,Age 15 to 19 years,Female
Colorado,Baca,188,Age 20 to 24 years,Other
Colorado,Baca,104,Age 20 to 24 years,Male
Colorado,Baca,84,Age 20 to 24 years,Female
Colorado,Baca,186,Age 25 to 29 years,Other
Colorado,Baca,111,Age 25 to 29 years,Male
Colorado,Baca,75,Age 25 to 29 years,Female
Colorado,Baca,184,Age 30 to 34 years,Other
Colorado,Baca,88,Age 30 to 34 years,Male
Colorado,Baca,96,Age 30 to 34 years,Female
Colorado,Baca,192,Age 35 to 39 years,Other
Colorado,Baca,92,Age 35 to 39 years,Male
Colorado,Baca,100,Age 35 to 39 years,Female
Colorado,Baca,171,Age 40 to 44 years,Other
Colorado,Baca,99,Age 40 to 44 years,Male
Colorado,Baca,72,Age 40 to 44 years,Female
Colorado,Baca,170,Age 45 to 49 years,Other
Colorado,Baca,86,Age 45 to 49 years,Male
Colorado,Baca,84,Age 45 to 49 years,Female
Colorado,Baca,195,Age 50 to 54 years,Other
Colorado,Baca,100,Age 50 to 54 years,Male
Colorado,Baca,95,Age 50 to 54 years,Female
Colorado,Baca,263,Age 55 to 59 years,Other
Colorado,Baca,124,Age 55 to 59 years,Male
Colorado,Baca,139,Age 55 to 59 years,Female
Colorado,Baca,284,Age 60 to 64 years,Other
Colorado,Baca,149,Age 60 to 64 years,Male
Colorado,Baca,135,Age 60 to 64 years,Female
Colorado,Baca,236,Age 65 to 69 years,Other
Colorado,Baca,102,Age 65 to 69 years,Male
Colorado,Baca,134,Age 65 to 69 years,Female
Colorado,Baca,204,Age 70 to 74 years,Other
Colorado,Baca,97,Age 70 to 74 years,Male
Colorado,Baca,107,Age 70 to 74 years,Female
Colorado,Baca,150,Age 75 to 79 years,Other
Colorado,Baca,75,Age 75 to 79 years,Male
Colorado,Baca,75,Age 75 to 79 years,Female
Colorado,Baca,128,Age 80 to 84 years,Other
Colorado,Baca,57,Age 80 to 84 years,Male
Colorado,Baca,71,Age 80 to 84 years,Female
Colorado,Baca,168,Age 85 years and older,Other
Colorado,Baca,61,Age 85 years and older,Male
Colorado,Baca,107,Age 85 years and older,Female
Colorado,Baca,802,Under 18 years,Other
Colorado,Baca,429,Under 18 years,Male
Colorado,Baca,373,Under 18 years,Female
Colorado,Baca,442,5 to 13 years,Other
Colorado,Baca,237,5 to 13 years,Male
Colorado,Baca,205,5 to 13 years,Female
Colorado,Baca,1897,18 to 64 years,Other
Colorado,Baca,164,14 to 17 years,Other
Colorado,Baca,82,14 to 17 years,Male
Colorado,Baca,82,14 to 17 years,Female
Colorado,Baca,979,18 to 64 years,Male
Colorado,Baca,918,18 to 64 years,Female
Colorado,Baca,252,18 to 24 years,Other
Colorado,Baca,130,18 to 24 years,Male
Colorado,Baca,122,18 to 24 years,Female
Colorado,Baca,733,25 to 44 years,Other
Colorado,Baca,390,25 to 44 years,Male
Colorado,Baca,343,25 to 44 years,Female
Colorado,Baca,912,45 to 64 years,Other
Colorado,Baca,459,45 to 64 years,Male
Colorado,Baca,453,45 to 64 years,Female
Colorado,Baca,886,65 years and over,Other
Colorado,Baca,392,65 years and over,Male
Colorado,Baca,494,65 years and over,Female
Colorado,Baca,168,85 years and over,Other
Colorado,Baca,61,85 years and over,Male
Colorado,Baca,107,85 years and over,Female
Colorado,Baca,2878,16 years and over,Other
Colorado,Baca,1422,16 years and over,Male
Colorado,Baca,1456,16 years and over,Female
Colorado,Baca,2783,18 years and over,Other
Colorado,Baca,1371,18 years and over,Male
Colorado,Baca,1412,18 years and over,Female
Colorado,Baca,1114,15 to 44 years,Other
Colorado,Baca,589,15 to 44 years,Male
Colorado,Baca,525,15 to 44 years,Female
Colorado,Baca,45,Median age,Other
Colorado,Baca,42,Median age,Male
Colorado,Baca,48,Median age,Female
Colorado,Bent,5882,All Ages,Other
Colorado,Bent,3848,All Ages,Male
Colorado,Bent,2034,All Ages,Female
Colorado,Bent,191,Age 0 to 4 years,Other
Colorado,Bent,90,Age 0 to 4 years,Male
Colorado,Bent,101,Age 0 to 4 years,Female
Colorado,Bent,259,Age 5 to 9 years,Other
Colorado,Bent,124,Age 5 to 9 years,Male
Colorado,Bent,135,Age 5 to 9 years,Female
Colorado,Bent,268,Age 10 to 14 years,Other
Colorado,Bent,127,Age 10 to 14 years,Male
Colorado,Bent,141,Age 10 to 14 years,Female
Colorado,Bent,249,Age 15 to 19 years,Other
Colorado,Bent,131,Age 15 to 19 years,Male
Colorado,Bent,118,Age 15 to 19 years,Female
Colorado,Bent,428,Age 20 to 24 years,Other
Colorado,Bent,328,Age 20 to 24 years,Male
Colorado,Bent,100,Age 20 to 24 years,Female
Colorado,Bent,553,Age 25 to 29 years,Other
Colorado,Bent,458,Age 25 to 29 years,Male
Colorado,Bent,95,Age 25 to 29 years,Female
Colorado,Bent,453,Age 30 to 34 years,Other
Colorado,Bent,353,Age 30 to 34 years,Male
Colorado,Bent,100,Age 30 to 34 years,Female
Colorado,Bent,434,Age 35 to 39 years,Other
Colorado,Bent,344,Age 35 to 39 years,Male
Colorado,Bent,90,Age 35 to 39 years,Female
Colorado,Bent,432,Age 40 to 44 years,Other
Colorado,Bent,333,Age 40 to 44 years,Male
Colorado,Bent,99,Age 40 to 44 years,Female
Colorado,Bent,442,Age 45 to 49 years,Other
Colorado,Bent,342,Age 45 to 49 years,Male
Colorado,Bent,100,Age 45 to 49 years,Female
Colorado,Bent,362,Age 50 to 54 years,Other
Colorado,Bent,251,Age 50 to 54 years,Male
Colorado,Bent,111,Age 50 to 54 years,Female
Colorado,Bent,381,Age 55 to 59 years,Other
Colorado,Bent,219,Age 55 to 59 years,Male
Colorado,Bent,162,Age 55 to 59 years,Female
Colorado,Bent,375,Age 60 to 64 years,Other
Colorado,Bent,215,Age 60 to 64 years,Male
Colorado,Bent,160,Age 60 to 64 years,Female
Colorado,Bent,324,Age 65 to 69 years,Other
Colorado,Bent,181,Age 65 to 69 years,Male
Colorado,Bent,143,Age 65 to 69 years,Female
Colorado,Bent,263,Age 70 to 74 years,Other
Colorado,Bent,135,Age 70 to 74 years,Male
Colorado,Bent,128,Age 70 to 74 years,Female
Colorado,Bent,197,Age 75 to 79 years,Other
Colorado,Bent,101,Age 75 to 79 years,Male
Colorado,Bent,96,Age 75 to 79 years,Female
Colorado,Bent,125,Age 80 to 84 years,Other
Colorado,Bent,62,Age 80 to 84 years,Male
Colorado,Bent,63,Age 80 to 84 years,Female
Colorado,Bent,146,Age 85 years and older,Other
Colorado,Bent,54,Age 85 years and older,Male
Colorado,Bent,92,Age 85 years and older,Female
Colorado,Bent,877,Under 18 years,Other
Colorado,Bent,427,Under 18 years,Male
Colorado,Bent,450,Under 18 years,Female
Colorado,Bent,482,5 to 13 years,Other
Colorado,Bent,229,5 to 13 years,Male
Colorado,Bent,253,5 to 13 years,Female
Colorado,Bent,204,14 to 17 years,Other
Colorado,Bent,108,14 to 17 years,Male
Colorado,Bent,96,14 to 17 years,Female
Colorado,Bent,3950,18 to 64 years,Other
Colorado,Bent,2888,18 to 64 years,Male
Colorado,Bent,1062,18 to 64 years,Female
Colorado,Bent,518,18 to 24 years,Other
Colorado,Bent,373,18 to 24 years,Male
Colorado,Bent,145,18 to 24 years,Female
Colorado,Bent,1872,25 to 44 years,Other
Colorado,Bent,1488,25 to 44 years,Male
Colorado,Bent,384,25 to 44 years,Female
Colorado,Bent,1560,45 to 64 years,Other
Colorado,Bent,533,65 years and over,Male
Colorado,Bent,1027,45 to 64 years,Male
Colorado,Bent,533,45 to 64 years,Female
Colorado,Bent,1055,65 years and over,Other
